customer_id,15,cash_advance,3698799410,merchant_nbr,UOBUPCZENDFNCRQPBGAA,credit_carde,YTWPVLLJDUVXLTFIIYCD,"{\"action\": {\"txn_amt\": 2867.1630687645493, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"03007\"}, \"channel\": {\"card_type\": \"E\", \"card_level\": \"3\"}}",cc_txn,3696969600
customer_id,40,cash_advance,3698799410,merchant_nbr,UOBUPCZENDFNCRQPBGAA,credit_carde,YTWPVLLJDUVXLTFIIYCD,"{\"action\": {\"txn_amt\": 2867.1630687645493, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"03007\"}, \"channel\": {\"card_type\": \"E\", \"card_level\": \"3\"}}",cc_txn,3696969600
customer_id,7,cash_advance,3698803122,merchant_nbr,EBNMNBCOUZLEZXFODZMN,credit_carde,GJOKCCCVODYVUJIHMLWO,"{\"action\": {\"txn_amt\": 2120.544243423129, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"0MRT8\"}, \"channel\": {\"card_type\": \"A\", \"card_level\": \"4\"}}",cc_txn,3696969600
customer_id,32,cash_advance,3698803122,merchant_nbr,EBNMNBCOUZLEZXFODZMN,credit_carde,GJOKCCCVODYVUJIHMLWO,"{\"action\": {\"txn_amt\": 2120.544243423129, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"0MRT8\"}, \"channel\": {\"card_type\": \"A\", \"card_level\": \"4\"}}",cc_txn,3696969600
customer_id,24,purchase_consumption,3698803507,merchant_nbr,FRFKDBVVCJSUZWPPVCZX,credit_carde,NVPRRZZQAQMRUOUSPMNT,"{\"action\": {\"txn_amt\": 1016.1168140850572, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"0MMC1\"}, \"channel\": {\"card_type\": \"B\", \"card_level\": \"1\"}}",cc_txn,3696969600
customer_id,49,purchase_consumption,3698803507,merchant_nbr,FRFKDBVVCJSUZWPPVCZX,credit_carde,NVPRRZZQAQMRUOUSPMNT,"{\"action\": {\"txn_amt\": 1016.1168140850572, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"0MMC1\"}, \"channel\": {\"card_type\": \"B\", \"card_level\": \"1\"}}",cc_txn,3696969600
customer_id,9,cash_advance,3698808170,merchant_nbr,NRGFQEZJPDTHSLGVPDTV,credit_carde,ZGFCJROEUEGDCHOMBACX,"{\"action\": {\"txn_amt\": 988.9894964960358, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"03296\"}, \"channel\": {\"card_type\": \"A\", \"card_level\": \"3\"}}",cc_txn,3696969600
customer_id,34,cash_advance,3698808170,merchant_nbr,NRGFQEZJPDTHSLGVPDTV,credit_carde,ZGFCJROEUEGDCHOMBACX,"{\"action\": {\"txn_amt\": 988.9894964960358, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"03296\"}, \"channel\": {\"card_type\": \"A\", \"card_level\": \"3\"}}",cc_txn,3696969600
customer_id,20,purchase_consumption,3698808766,merchant_nbr,YNLXNNRUYIUUEIBZFDXX,credit_carde,XHHXEGSDMPVAYROEXWMA,"{\"action\": {\"txn_amt\": 986.7354977593266, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"08062\"}, \"channel\": {\"card_type\": \"C\", \"card_level\": \"5\"}}",cc_txn,3696969600
customer_id,45,purchase_consumption,3698808766,merchant_nbr,YNLXNNRUYIUUEIBZFDXX,credit_carde,XHHXEGSDMPVAYROEXWMA,"{\"action\": {\"txn_amt\": 986.7354977593266, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"08062\"}, \"channel\": {\"card_type\": \"C\", \"card_level\": \"5\"}}",cc_txn,3696969600
customer_id,17,purchase_consumption,3698809863,merchant_nbr,YTDTKYLGQRRZOXXPUNUF,credit_carde,KGZIWKNXNZORHGSVWZQL,"{\"action\": {\"txn_amt\": 197.88382869478514, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"02791\"}, \"channel\": {\"card_type\": \"A\", \"card_level\": \"5\"}}",cc_txn,3696969600
customer_id,42,purchase_consumption,3698809863,merchant_nbr,YTDTKYLGQRRZOXXPUNUF,credit_carde,KGZIWKNXNZORHGSVWZQL,"{\"action\": {\"txn_amt\": 197.88382869478514, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"02791\"}, \"channel\": {\"card_type\": \"A\", \"card_level\": \"5\"}}",cc_txn,3696969600
customer_id,15,cash_advance,3698810629,merchant_nbr,CUJZIOCGMLKDJMWFKEYL,credit_carde,MZVTYMYPTYVBTFMFEYDU,"{\"action\": {\"txn_amt\": 1152.9657229585318, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"0RRD3\"}, \"channel\": {\"card_type\": \"D\", \"card_level\": \"4\"}}",cc_txn,3696969600
