customer_id,11,cash_advance,3698637879,merchant_nbr,QEONBEUTRCLNOFSGQXWM,credit_card,XNFUNRLSCBFIXVJOENWT,"{\"action\": {\"txn_amt\": 186.58797556014102, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"07993\"}, \"channel\": {\"card_type\": \"C\", \"card_level\": \"3\"}}",3696969600,cc_txn
customer_id,36,cash_advance,3698637879,merchant_nbr,QEONBEUTRCLNOFSGQXWM,credit_card,XNFUNRLSCBFIXVJOENWT,"{\"action\": {\"txn_amt\": 186.58797556014102, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"07993\"}, \"channel\": {\"card_type\": \"C\", \"card_level\": \"3\"}}",3696969600,cc_txn
customer_id,9,purchase_consumption,3698639026,merchant_nbr,LQWJEKHXDLWHRRZCXTLG,credit_card,FUTEFFFMHGCHABJGHASE,"{\"action\": {\"txn_amt\": 1487.181520323881, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"03061\"}, \"channel\": {\"card_type\": \"B\", \"card_level\": \"4\"}}",3696969600,cc_txn
customer_id,34,purchase_consumption,3698639026,merchant_nbr,LQWJEKHXDLWHRRZCXTLG,credit_card,FUTEFFFMHGCHABJGHASE,"{\"action\": {\"txn_amt\": 1487.181520323881, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"03061\"}, \"channel\": {\"card_type\": \"B\", \"card_level\": \"4\"}}",3696969600,cc_txn
customer_id,2,purchase_consumption,3698640215,merchant_nbr,TIGACAYYCRVKYAZWHSBO,credit_card,PPWNQKWPGPCVNTZTEPRH,"{\"action\": {\"txn_amt\": 741.6156835877601, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"0RRD1\"}, \"channel\": {\"card_type\": \"E\", \"card_level\": \"3\"}}",3696969600,cc_txn
customer_id,27,purchase_consumption,3698640215,merchant_nbr,TIGACAYYCRVKYAZWHSBO,credit_card,PPWNQKWPGPCVNTZTEPRH,"{\"action\": {\"txn_amt\": 741.6156835877601, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"0RRD1\"}, \"channel\": {\"card_type\": \"E\", \"card_level\": \"3\"}}",3696969600,cc_txn
customer_id,15,purchase_consumption,3698652561,merchant_nbr,BJZGZURGBEROCFPSPDWJ,credit_card,MUWJFODOYZZMKSMKMHLY,"{\"action\": {\"txn_amt\": 196.66360652446795, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"03795\"}, \"channel\": {\"card_type\": \"A\", \"card_level\": \"3\"}}",3696969600,cc_txn
customer_id,40,purchase_consumption,3698652561,merchant_nbr,BJZGZURGBEROCFPSPDWJ,credit_card,MUWJFODOYZZMKSMKMHLY,"{\"action\": {\"txn_amt\": 196.66360652446795, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"03795\"}, \"channel\": {\"card_type\": \"A\", \"card_level\": \"3\"}}",3696969600,cc_txn
customer_id,15,purchase_consumption,3698653036,merchant_nbr,VKWEFYCYMDMSHVJKIDXW,credit_card,YDKXGNVFABRXCABRDTOO,"{\"action\": {\"txn_amt\": 39.63364339624852, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"09405\"}, \"channel\": {\"card_type\": \"B\", \"card_level\": \"2\"}}",3696969600,cc_txn
customer_id,40,purchase_consumption,3698653036,merchant_nbr,VKWEFYCYMDMSHVJKIDXW,credit_card,YDKXGNVFABRXCABRDTOO,"{\"action\": {\"txn_amt\": 39.63364339624852, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"09405\"}, \"channel\": {\"card_type\": \"B\", \"card_level\": \"2\"}}",3696969600,cc_txn
customer_id,4,cash_advance,3698654597,merchant_nbr,ROYAVFRDWJARSXFKDUTH,credit_card,AWSQMQEYCSGDAUYDSXJU,"{\"action\": {\"txn_amt\": 1858.1982658006432, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"03543\"}, \"channel\": {\"card_type\": \"A\", \"card_level\": \"4\"}}",3696969600,cc_txn
customer_id,29,cash_advance,3698654597,merchant_nbr,ROYAVFRDWJARSXFKDUTH,credit_card,AWSQMQEYCSGDAUYDSXJU,"{\"action\": {\"txn_amt\": 1858.1982658006432, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"03543\"}, \"channel\": {\"card_type\": \"A\", \"card_level\": \"4\"}}",3696969600,cc_txn
