customer_id,8,purchase_consumption,3699047360,merchant_nbr,WUPZPZWUYGVDZZDFWKPZ,credit_carde,DDLJTVYVQOUITDAHDCZC,"{\"action\": {\"txn_amt\": 398.3726771599505, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"09402\"}, \"channel\": {\"card_type\": \"D\", \"card_level\": \"2\"}}",cc_txn
customer_id,33,purchase_consumption,3699047360,merchant_nbr,WUPZPZWUYGVDZZDFWKPZ,credit_carde,DDLJTVYVQOUITDAHDCZC,"{\"action\": {\"txn_amt\": 398.3726771599505, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"09402\"}, \"channel\": {\"card_type\": \"D\", \"card_level\": \"2\"}}",cc_txn
customer_id,13,purchase_consumption,3699047555,merchant_nbr,OVXSNBWYEADUAMFJNAWB,credit_carde,HJYJPIAMESNKQZCONFRE,"{\"action\": {\"txn_amt\": 3495.821517181276, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"04214\"}, \"channel\": {\"card_type\": \"E\", \"card_level\": \"3\"}}",cc_txn
customer_id,38,purchase_consumption,3699047555,merchant_nbr,OVXSNBWYEADUAMFJNAWB,credit_carde,HJYJPIAMESNKQZCONFRE,"{\"action\": {\"txn_amt\": 3495.821517181276, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"04214\"}, \"channel\": {\"card_type\": \"E\", \"card_level\": \"3\"}}",cc_txn
customer_id,19,purchase_consumption,3699050770,merchant_nbr,REOWTZMFMYKDHVTRLDPP,credit_carde,QUXYWWVQDDARGAXKRRDH,"{\"action\": {\"txn_amt\": 316.8111082556261, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"03072\"}, \"channel\": {\"card_type\": \"C\", \"card_level\": \"3\"}}",cc_txn
customer_id,44,purchase_consumption,3699050770,merchant_nbr,REOWTZMFMYKDHVTRLDPP,credit_carde,QUXYWWVQDDARGAXKRRDH,"{\"action\": {\"txn_amt\": 316.8111082556261, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"03072\"}, \"channel\": {\"card_type\": \"C\", \"card_level\": \"3\"}}",cc_txn
customer_id,11,cash_advance,3699052203,merchant_nbr,YKNDBAPBVSKHTXSEIYOQ,credit_carde,VYWDPRNPJWNOONKZUCIQ,"{\"action\": {\"txn_amt\": 318.6459306824099, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"03615\"}, \"channel\": {\"card_type\": \"D\", \"card_level\": \"6\"}}",cc_txn
customer_id,36,cash_advance,3699052203,merchant_nbr,YKNDBAPBVSKHTXSEIYOQ,credit_carde,VYWDPRNPJWNOONKZUCIQ,"{\"action\": {\"txn_amt\": 318.6459306824099, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"03615\"}, \"channel\": {\"card_type\": \"D\", \"card_level\": \"6\"}}",cc_txn
customer_id,16,purchase_consumption,3699062748,merchant_nbr,NUHDWUKGEXZZIGGPGVMX,credit_carde,VGLOINSRHJIYDUXKCZWJ,"{\"action\": {\"txn_amt\": 377.4151081667246, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"04214\"}, \"channel\": {\"card_type\": \"D\", \"card_level\": \"3\"}}",cc_txn
customer_id,41,purchase_consumption,3699062748,merchant_nbr,NUHDWUKGEXZZIGGPGVMX,credit_carde,VGLOINSRHJIYDUXKCZWJ,"{\"action\": {\"txn_amt\": 377.4151081667246, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"04214\"}, \"channel\": {\"card_type\": \"D\", \"card_level\": \"3\"}}",cc_txn
customer_id,23,cash_advance,3699068430,merchant_nbr,DJHTAZPNFUWIMGZQLEQO,credit_carde,JZRKUOCBJAMAUEKHYAGI,"{\"action\": {\"txn_amt\": 4059.555370991097, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"03528\"}, \"channel\": {\"card_type\": \"E\", \"card_level\": \"2\"}}",cc_txn
