3699047360,purchase_consumption,8,customer_id,"{\"action\": {\"txn_amt\": 398.3726771599505, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"09402\"}, \"channel\": {\"card_type\": \"D\", \"card_level\": \"2\"}}",DDLJTVYVQOUITDAHDCZC,credit_carde,WUPZPZWUYGVDZZDFWKPZ,merchant_nbr,cc_txn
3699047360,purchase_consumption,33,customer_id,"{\"action\": {\"txn_amt\": 398.3726771599505, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"09402\"}, \"channel\": {\"card_type\": \"D\", \"card_level\": \"2\"}}",DDLJTVYVQOUITDAHDCZC,credit_carde,WUPZPZWUYGVDZZDFWKPZ,merchant_nbr,cc_txn
3699047555,purchase_consumption,13,customer_id,"{\"action\": {\"txn_amt\": 3495.821517181276, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"04214\"}, \"channel\": {\"card_type\": \"E\", \"card_level\": \"3\"}}",HJYJPIAMESNKQZCONFRE,credit_carde,OVXSNBWYEADUAMFJNAWB,merchant_nbr,cc_txn
3699047555,purchase_consumption,38,customer_id,"{\"action\": {\"txn_amt\": 3495.821517181276, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"04214\"}, \"channel\": {\"card_type\": \"E\", \"card_level\": \"3\"}}",HJYJPIAMESNKQZCONFRE,credit_carde,OVXSNBWYEADUAMFJNAWB,merchant_nbr,cc_txn
3699050770,purchase_consumption,19,customer_id,"{\"action\": {\"txn_amt\": 316.8111082556261, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"03072\"}, \"channel\": {\"card_type\": \"C\", \"card_level\": \"3\"}}",QUXYWWVQDDARGAXKRRDH,credit_carde,REOWTZMFMYKDHVTRLDPP,merchant_nbr,cc_txn
3699050770,purchase_consumption,44,customer_id,"{\"action\": {\"txn_amt\": 316.8111082556261, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"03072\"}, \"channel\": {\"card_type\": \"C\", \"card_level\": \"3\"}}",QUXYWWVQDDARGAXKRRDH,credit_carde,REOWTZMFMYKDHVTRLDPP,merchant_nbr,cc_txn
3699052203,cash_advance,11,customer_id,"{\"action\": {\"txn_amt\": 318.6459306824099, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"03615\"}, \"channel\": {\"card_type\": \"D\", \"card_level\": \"6\"}}",VYWDPRNPJWNOONKZUCIQ,credit_carde,YKNDBAPBVSKHTXSEIYOQ,merchant_nbr,cc_txn
3699052203,cash_advance,36,customer_id,"{\"action\": {\"txn_amt\": 318.6459306824099, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"03615\"}, \"channel\": {\"card_type\": \"D\", \"card_level\": \"6\"}}",VYWDPRNPJWNOONKZUCIQ,credit_carde,YKNDBAPBVSKHTXSEIYOQ,merchant_nbr,cc_txn
3699062748,purchase_consumption,16,customer_id,"{\"action\": {\"txn_amt\": 377.4151081667246, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"04214\"}, \"channel\": {\"card_type\": \"D\", \"card_level\": \"3\"}}",VGLOINSRHJIYDUXKCZWJ,credit_carde,NUHDWUKGEXZZIGGPGVMX,merchant_nbr,cc_txn
3699062748,purchase_consumption,41,customer_id,"{\"action\": {\"txn_amt\": 377.4151081667246, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"04214\"}, \"channel\": {\"card_type\": \"D\", \"card_level\": \"3\"}}",VGLOINSRHJIYDUXKCZWJ,credit_carde,NUHDWUKGEXZZIGGPGVMX,merchant_nbr,cc_txn
