1,1871111837,F,D,181903,F,373933,3320438400,1217.1769900503969,528.7309192220683,Y,Y,N,N,3696969600
2,1208855837,M,C,68383,F,72631,3688502400,1717.8806412199986,3.3682296721720717,Y,N,Y,N,3696969600
3,2880263837,M,E,457653,F,93331,3692304000,1216.7107394786008,307.4304767295353,N,N,N,Y,3696969600
4,1334999837,M,L,74257,I,248503,3647980800,1414.86660231857,888.3791238333672,Y,N,N,Y,3696969600
5,2817191837,F,A,45583,I,895863,3622406400,1388.8557936778625,642.1109125464978,Y,Y,N,Y,3696969600
6,1303463837,F,H,159601,G,429681,3496262400,3108.2088364119672,1151.6562115593188,N,N,Y,Y,3696969600
7,2911799837,M,L,53593,A,235711,3536611200,1159.9036173309332,324.09468451190844,Y,N,N,N,3696969600
8,2438759837,F,G,230881,D,178507,3489091200,35.42009094210739,1122.1047656906221,Y,Y,Y,N,3696969600
9,2470295837,F,H,530713,K,476791,3585686400,8.924569916916846,6645.67397046234,Y,N,N,N,3696969600
10,2848727837,F,J,32581,C,981091,3506630400,1400.2274526676154,3087.1538124877948,N,Y,Y,Y,3696969600
11,1208855837,M,K,109893,L,137271,3530563200,1648.6797665715108,298.8539809021951,Y,N,N,N,3696969600
12,2281079837,F,J,48181,K,852853,3371155200,2593.4617820586163,2651.0967343787183,N,N,Y,N,3696969600
13,1871111837,F,D,181903,F,373933,3320438400,1217.1769900503969,528.7309192220683,Y,Y,N,N,3696969600
14,1208855837,M,C,68383,F,72631,3688502400,1717.8806412199986,3.3682296721720717,Y,N,Y,N,3696969600
15,2880263837,M,E,457653,F,93331,3692304000,1216.7107394786008,307.4304767295353,N,N,N,Y,3696969600
16,1334999837,M,L,74257,I,248503,3647980800,1414.86660231857,888.3791238333672,Y,N,N,Y,3696969600
17,2817191837,F,A,45583,I,895863,3622406400,1388.8557936778625,642.1109125464978,Y,Y,N,Y,3696969600
18,1303463837,F,H,159601,G,429681,3496262400,3108.2088364119672,1151.6562115593188,N,N,Y,Y,3696969600
19,2911799837,M,L,53593,A,235711,3536611200,1159.9036173309332,324.09468451190844,Y,N,N,N,3696969600
20,2438759837,F,G,230881,D,178507,3489091200,35.42009094210739,1122.1047656906221,Y,Y,Y,N,3696969600
21,2470295837,F,H,530713,K,476791,3585686400,8.924569916916846,6645.67397046234,Y,N,N,N,3696969600
22,2848727837,F,J,32581,C,981091,3506630400,1400.2274526676154,3087.1538124877948,N,Y,Y,Y,3696969600
23,1208855837,M,K,109893,L,137271,3530563200,1648.6797665715108,298.8539809021951,Y,N,N,N,3696969600
24,2281079837,F,J,48181,K,852853,3371155200,2593.4617820586163,2651.0967343787183,N,N,Y,N,3696969600
25,1398071837,M,H,922561,D,49507,3408220800,89.47125268266562,76.80680617624316,Y,Y,N,N,3696969600
26,1871111837,F,D,181903,F,373933,3320438400,1217.1769900503969,528.7309192220683,Y,Y,N,N,3696969600
27,1208855837,M,C,68383,F,72631,3688502400,1717.8806412199986,3.3682296721720717,Y,N,Y,N,3696969600
28,2880263837,M,E,457653,F,93331,3692304000,1216.7107394786008,307.4304767295353,N,N,N,Y,3696969600
29,1334999837,M,L,74257,I,248503,3647980800,1414.86660231857,888.3791238333672,Y,N,N,Y,3696969600
30,2817191837,F,A,45583,I,895863,3622406400,1388.8557936778625,642.1109125464978,Y,Y,N,Y,3696969600
31,1303463837,F,H,159601,G,429681,3496262400,3108.2088364119672,1151.6562115593188,N,N,Y,Y,3696969600
32,2911799837,M,L,53593,A,235711,3536611200,1159.9036173309332,324.09468451190844,Y,N,N,N,3696969600
33,2438759837,F,G,230881,D,178507,3489091200,35.42009094210739,1122.1047656906221,Y,Y,Y,N,3696969600
34,2470295837,F,H,530713,K,476791,3585686400,8.924569916916846,6645.67397046234,Y,N,N,N,3696969600
35,2848727837,F,J,32581,C,981091,3506630400,1400.2274526676154,3087.1538124877948,N,Y,Y,Y,3696969600
36,1208855837,M,K,109893,L,137271,3530563200,1648.6797665715108,298.8539809021951,Y,N,N,N,3696969600
37,2281079837,F,J,48181,K,852853,3371155200,2593.4617820586163,2651.0967343787183,N,N,Y,N,3696969600
38,1871111837,F,D,181903,F,373933,3320438400,1217.1769900503969,528.7309192220683,Y,Y,N,N,3696969600
39,1208855837,M,C,68383,F,72631,3688502400,1717.8806412199986,3.3682296721720717,Y,N,Y,N,3696969600
40,2880263837,M,E,457653,F,93331,3692304000,1216.7107394786008,307.4304767295353,N,N,N,Y,3696969600
41,1334999837,M,L,74257,I,248503,3647980800,1414.86660231857,888.3791238333672,Y,N,N,Y,3696969600
42,2817191837,F,A,45583,I,895863,3622406400,1388.8557936778625,642.1109125464978,Y,Y,N,Y,3696969600
43,1303463837,F,H,159601,G,429681,3496262400,3108.2088364119672,1151.6562115593188,N,N,Y,Y,3696969600
44,2911799837,M,L,53593,A,235711,3536611200,1159.9036173309332,324.09468451190844,Y,N,N,N,3696969600
45,2438759837,F,G,230881,D,178507,3489091200,35.42009094210739,1122.1047656906221,Y,Y,Y,N,3696969600
46,2470295837,F,H,530713,K,476791,3585686400,8.924569916916846,6645.67397046234,Y,N,N,N,3696969600
47,2848727837,F,J,32581,C,981091,3506630400,1400.2274526676154,3087.1538124877948,N,Y,Y,Y,3696969600
48,1208855837,M,K,109893,L,137271,3530563200,1648.6797665715108,298.8539809021951,Y,N,N,N,3696969600
49,2281079837,F,J,48181,K,852853,3371155200,2593.4617820586163,2651.0967343787183,N,N,Y,N,3696969600
50,1398071837,M,H,922561,D,49507,3408220800,89.47125268266562,76.80680617624316,Y,Y,N,N,3696969600
