1,1366384901,M,B,260611,C,227053,3585254400,6394.801136485146,657.5966612278103,Y,Y,N,Y
2,2407072901,M,H,23871,H,140251,3481488000,321.6716373768459,176.12300914594323,N,Y,N,N
3,1650208901,F,B,240591,H,15007,3596054400,1306.423579152362,3165.092849257805,N,N,Y,N
4,3163936901,M,H,573807,B,557263,3532809600,598.3176167975511,102.10272948732208,N,N,N,N
5,1681744901,M,A,13341,J,81511,3519417600,645.4060208675736,35.175052656322755,Y,N,Y,Y
6,2438608901,F,L,236683,F,11557,3255638400,289.34542533719053,1827.5342734760095,N,N,Y,Y
7,1208704901,F,B,35157,E,612307,3502742400,123.98573219548418,1932.645170901891,N,N,Y,N
8,1366384901,M,E,193161,A,186193,3631737600,806.5307663524288,1427.5547192892607,Y,N,N,N
9,1934032901,M,B,171811,E,179353,3530217600,228.45865728758372,1084.9468701790265,N,Y,Y,Y
10,2154784901,F,E,798343,G,139503,3369340800,700.849547571377,48.92471044455278,Y,N,N,N
11,1240240901,M,A,76453,C,269881,3269116800,134.92190189379448,718.8800924631172,Y,N,N,N
12,1240240901,F,G,995007,A,784111,3356035200,2541.019211873417,1177.4462185822779,Y,N,N,N
13,1366384901,M,B,260611,C,227053,3585254400,6394.801136485146,657.5966612278103,Y,Y,N,Y
14,2407072901,M,H,23871,H,140251,3481488000,321.6716373768459,176.12300914594323,N,Y,N,N
15,1650208901,F,B,240591,H,15007,3596054400,1306.423579152362,3165.092849257805,N,N,Y,N
16,3163936901,M,H,573807,B,557263,3532809600,598.3176167975511,102.10272948732208,N,N,N,N
17,1681744901,M,A,13341,J,81511,3519417600,645.4060208675736,35.175052656322755,Y,N,Y,Y
18,2438608901,F,L,236683,F,11557,3255638400,289.34542533719053,1827.5342734760095,N,N,Y,Y
19,1208704901,F,B,35157,E,612307,3502742400,123.98573219548418,1932.645170901891,N,N,Y,N
20,1366384901,M,E,193161,A,186193,3631737600,806.5307663524288,1427.5547192892607,Y,N,N,N
21,1934032901,M,B,171811,E,179353,3530217600,228.45865728758372,1084.9468701790265,N,Y,Y,Y
22,2154784901,F,E,798343,G,139503,3369340800,700.849547571377,48.92471044455278,Y,N,N,N
23,1240240901,M,A,76453,C,269881,3269116800,134.92190189379448,718.8800924631172,Y,N,N,N
24,1240240901,F,G,995007,A,784111,3356035200,2541.019211873417,1177.4462185822779,Y,N,N,N
25,1492528901,F,B,366631,B,955507,3259699200,68.72839856345756,1948.2450659134931,Y,N,Y,Y
26,1366384901,M,B,260611,C,227053,3585254400,6394.801136485146,657.5966612278103,Y,Y,N,Y
27,2407072901,M,H,23871,H,140251,3481488000,321.6716373768459,176.12300914594323,N,Y,N,N
28,1650208901,F,B,240591,H,15007,3596054400,1306.423579152362,3165.092849257805,N,N,Y,N
29,3163936901,M,H,573807,B,557263,3532809600,598.3176167975511,102.10272948732208,N,N,N,N
30,1681744901,M,A,13341,J,81511,3519417600,645.4060208675736,35.175052656322755,Y,N,Y,Y
31,2438608901,F,L,236683,F,11557,3255638400,289.34542533719053,1827.5342734760095,N,N,Y,Y
32,1208704901,F,B,35157,E,612307,3502742400,123.98573219548418,1932.645170901891,N,N,Y,N
33,1366384901,M,E,193161,A,186193,3631737600,806.5307663524288,1427.5547192892607,Y,N,N,N
34,1934032901,M,B,171811,E,179353,3530217600,228.45865728758372,1084.9468701790265,N,Y,Y,Y
35,2154784901,F,E,798343,G,139503,3369340800,700.849547571377,48.92471044455278,Y,N,N,N
36,1240240901,M,A,76453,C,269881,3269116800,134.92190189379448,718.8800924631172,Y,N,N,N
37,1240240901,F,G,995007,A,784111,3356035200,2541.019211873417,1177.4462185822779,Y,N,N,N
38,1366384901,M,B,260611,C,227053,3585254400,6394.801136485146,657.5966612278103,Y,Y,N,Y
39,2407072901,M,H,23871,H,140251,3481488000,321.6716373768459,176.12300914594323,N,Y,N,N
40,1650208901,F,B,240591,H,15007,3596054400,1306.423579152362,3165.092849257805,N,N,Y,N
41,3163936901,M,H,573807,B,557263,3532809600,598.3176167975511,102.10272948732208,N,N,N,N
42,1681744901,M,A,13341,J,81511,3519417600,645.4060208675736,35.175052656322755,Y,N,Y,Y
43,2438608901,F,L,236683,F,11557,3255638400,289.34542533719053,1827.5342734760095,N,N,Y,Y
44,1208704901,F,B,35157,E,612307,3502742400,123.98573219548418,1932.645170901891,N,N,Y,N
45,1366384901,M,E,193161,A,186193,3631737600,806.5307663524288,1427.5547192892607,Y,N,N,N
46,1934032901,M,B,171811,E,179353,3530217600,228.45865728758372,1084.9468701790265,N,Y,Y,Y
47,2154784901,F,E,798343,G,139503,3369340800,700.849547571377,48.92471044455278,Y,N,N,N
48,1240240901,M,A,76453,C,269881,3269116800,134.92190189379448,718.8800924631172,Y,N,N,N
49,1240240901,F,G,995007,A,784111,3356035200,2541.019211873417,1177.4462185822779,Y,N,N,N
50,1492528901,F,B,366631,B,955507,3259699200,68.72839856345756,1948.2450659134931,Y,N,Y,Y
