3696981657,inbound,1,customer_id,"{\"action\": {\"call_nbr\": \"DLDHSTGIEMCTLTJUYDBB\"}, \"object\": {\"type_desc\": \"21\", \"detail_desc\": \"32\", \"business_desc\": \"1\"}}",personal_phone_service,customer_service,1_21_32,call_purpose,cti
3696981657,inbound,26,customer_id,"{\"action\": {\"call_nbr\": \"DLDHSTGIEMCTLTJUYDBB\"}, \"object\": {\"type_desc\": \"21\", \"detail_desc\": \"32\", \"business_desc\": \"1\"}}",personal_phone_service,customer_service,1_21_32,call_purpose,cti
3696986290,inbound,2,customer_id,"{\"action\": {\"call_nbr\": \"LXYNBTDTTABRCGNQUSKD\"}, \"object\": {\"type_desc\": \"22\", \"detail_desc\": \"292\", \"business_desc\": \"2\"}}",personal_phone_service,customer_service,2_22_292,call_purpose,cti
3696986290,inbound,27,customer_id,"{\"action\": {\"call_nbr\": \"LXYNBTDTTABRCGNQUSKD\"}, \"object\": {\"type_desc\": \"22\", \"detail_desc\": \"292\", \"business_desc\": \"2\"}}",personal_phone_service,customer_service,2_22_292,call_purpose,cti
3696996026,inbound,5,customer_id,"{\"action\": {\"call_nbr\": \"GULKBVUVMEYXYYBYXAWI\"}, \"object\": {\"type_desc\": \"17\", \"detail_desc\": \"101\", \"business_desc\": \"1\"}}",personal_phone_service,customer_service,1_17_101,call_purpose,cti
3696996026,inbound,30,customer_id,"{\"action\": {\"call_nbr\": \"GULKBVUVMEYXYYBYXAWI\"}, \"object\": {\"type_desc\": \"17\", \"detail_desc\": \"101\", \"business_desc\": \"1\"}}",personal_phone_service,customer_service,1_17_101,call_purpose,cti
3697022209,inbound,5,customer_id,"{\"action\": {\"call_nbr\": \"ERHVFQONMVDECNPWJESQ\"}, \"object\": {\"type_desc\": \"24\", \"detail_desc\": \"277\", \"business_desc\": \"1\"}}",personal_phone_service,customer_service,1_24_277,call_purpose,cti
3697022209,inbound,30,customer_id,"{\"action\": {\"call_nbr\": \"ERHVFQONMVDECNPWJESQ\"}, \"object\": {\"type_desc\": \"24\", \"detail_desc\": \"277\", \"business_desc\": \"1\"}}",personal_phone_service,customer_service,1_24_277,call_purpose,cti
3697045527,inbound,1,customer_id,"{\"action\": {\"call_nbr\": \"IPIOMPGDBPFVLMAYWYWO\"}, \"object\": {\"type_desc\": \"5\", \"detail_desc\": \"250\", \"business_desc\": \"0\"}}",personal_phone_service,customer_service,0_5_250,call_purpose,cti
3697045527,inbound,26,customer_id,"{\"action\": {\"call_nbr\": \"IPIOMPGDBPFVLMAYWYWO\"}, \"object\": {\"type_desc\": \"5\", \"detail_desc\": \"250\", \"business_desc\": \"0\"}}",personal_phone_service,customer_service,0_5_250,call_purpose,cti
3697068767,inbound,5,customer_id,"{\"action\": {\"call_nbr\": \"FFXWEZCKUTMLJASWENVR\"}, \"object\": {\"type_desc\": \"0\", \"detail_desc\": \"21\", \"business_desc\": \"0\"}}",personal_phone_service,customer_service,0_0_21,call_purpose,cti
3697068767,inbound,30,customer_id,"{\"action\": {\"call_nbr\": \"FFXWEZCKUTMLJASWENVR\"}, \"object\": {\"type_desc\": \"0\", \"detail_desc\": \"21\", \"business_desc\": \"0\"}}",personal_phone_service,customer_service,0_0_21,call_purpose,cti
3697072686,inbound,13,customer_id,"{\"action\": {\"call_nbr\": \"XLMVEYAEXUFYIDPZCVSY\"}, \"object\": {\"type_desc\": \"6\", \"detail_desc\": \"198\", \"business_desc\": \"1\"}}",personal_phone_service,customer_service,1_6_198,call_purpose,cti
3697072686,inbound,38,customer_id,"{\"action\": {\"call_nbr\": \"XLMVEYAEXUFYIDPZCVSY\"}, \"object\": {\"type_desc\": \"6\", \"detail_desc\": \"198\", \"business_desc\": \"1\"}}",personal_phone_service,customer_service,1_6_198,call_purpose,cti
3697080867,inbound,18,customer_id,"{\"action\": {\"call_nbr\": \"XTMPWTYOUXCGUGRXSCOE\"}, \"object\": {\"type_desc\": \"3\", \"detail_desc\": \"120\", \"business_desc\": \"2\"}}",personal_phone_service,customer_service,2_3_120,call_purpose,cti
3697080867,inbound,43,customer_id,"{\"action\": {\"call_nbr\": \"XTMPWTYOUXCGUGRXSCOE\"}, \"object\": {\"type_desc\": \"3\", \"detail_desc\": \"120\", \"business_desc\": \"2\"}}",personal_phone_service,customer_service,2_3_120,call_purpose,cti
3697089487,inbound,5,customer_id,"{\"action\": {\"call_nbr\": \"JTNBWNOJFLCWSWQPGRWC\"}, \"object\": {\"type_desc\": \"23\", \"detail_desc\": \"44\", \"business_desc\": \"0\"}}",personal_phone_service,customer_service,0_23_44,call_purpose,cti
3697089487,inbound,30,customer_id,"{\"action\": {\"call_nbr\": \"JTNBWNOJFLCWSWQPGRWC\"}, \"object\": {\"type_desc\": \"23\", \"detail_desc\": \"44\", \"business_desc\": \"0\"}}",personal_phone_service,customer_service,0_23_44,call_purpose,cti
3697121637,inbound,15,customer_id,"{\"action\": {\"call_nbr\": \"RQUHJBCXGFHFOFMORJJQ\"}, \"object\": {\"type_desc\": \"7\", \"detail_desc\": \"100\", \"business_desc\": \"1\"}}",personal_phone_service,customer_service,1_7_100,call_purpose,cti
