customer_id,1,inbound,3698966816,call_purpose,0_17_166,customer_service,personal_phone_service,"{\"action\": {\"call_nbr\": \"OJQNVHSRXLTHELGBWCOV\"}, \"object\": {\"type_desc\": \"17\", \"detail_desc\": \"166\", \"business_desc\": \"0\"}}",cti
customer_id,26,inbound,3698966816,call_purpose,0_17_166,customer_service,personal_phone_service,"{\"action\": {\"call_nbr\": \"OJQNVHSRXLTHELGBWCOV\"}, \"object\": {\"type_desc\": \"17\", \"detail_desc\": \"166\", \"business_desc\": \"0\"}}",cti
customer_id,22,inbound,3698974886,call_purpose,2_25_62,customer_service,personal_phone_service,"{\"action\": {\"call_nbr\": \"VGHYUQOFSCQOWJNXMAIO\"}, \"object\": {\"type_desc\": \"25\", \"detail_desc\": \"62\", \"business_desc\": \"2\"}}",cti
customer_id,47,inbound,3698974886,call_purpose,2_25_62,customer_service,personal_phone_service,"{\"action\": {\"call_nbr\": \"VGHYUQOFSCQOWJNXMAIO\"}, \"object\": {\"type_desc\": \"25\", \"detail_desc\": \"62\", \"business_desc\": \"2\"}}",cti
customer_id,17,inbound,3698996528,call_purpose,0_29_240,customer_service,personal_phone_service,"{\"action\": {\"call_nbr\": \"UENDHHSYYVPPILAHMOFI\"}, \"object\": {\"type_desc\": \"29\", \"detail_desc\": \"240\", \"business_desc\": \"0\"}}",cti
customer_id,42,inbound,3698996528,call_purpose,0_29_240,customer_service,personal_phone_service,"{\"action\": {\"call_nbr\": \"UENDHHSYYVPPILAHMOFI\"}, \"object\": {\"type_desc\": \"29\", \"detail_desc\": \"240\", \"business_desc\": \"0\"}}",cti
customer_id,5,inbound,3699037208,call_purpose,1_1_191,customer_service,personal_phone_service,"{\"action\": {\"call_nbr\": \"SZROKTMCPZIPGMGZLHCI\"}, \"object\": {\"type_desc\": \"1\", \"detail_desc\": \"191\", \"business_desc\": \"1\"}}",cti
customer_id,30,inbound,3699037208,call_purpose,1_1_191,customer_service,personal_phone_service,"{\"action\": {\"call_nbr\": \"SZROKTMCPZIPGMGZLHCI\"}, \"object\": {\"type_desc\": \"1\", \"detail_desc\": \"191\", \"business_desc\": \"1\"}}",cti
customer_id,21,inbound,3699043637,call_purpose,1_24_241,customer_service,personal_phone_service,"{\"action\": {\"call_nbr\": \"BSHQHOLPJSQAXWHIVNZQ\"}, \"object\": {\"type_desc\": \"24\", \"detail_desc\": \"241\", \"business_desc\": \"1\"}}",cti
customer_id,46,inbound,3699043637,call_purpose,1_24_241,customer_service,personal_phone_service,"{\"action\": {\"call_nbr\": \"BSHQHOLPJSQAXWHIVNZQ\"}, \"object\": {\"type_desc\": \"24\", \"detail_desc\": \"241\", \"business_desc\": \"1\"}}",cti
customer_id,9,inbound,3699053586,call_purpose,0_25_91,customer_service,personal_phone_service,"{\"action\": {\"call_nbr\": \"NVWNOBDKTCEAMHCTRRAU\"}, \"object\": {\"type_desc\": \"25\", \"detail_desc\": \"91\", \"business_desc\": \"0\"}}",cti
customer_id,34,inbound,3699053586,call_purpose,0_25_91,customer_service,personal_phone_service,"{\"action\": {\"call_nbr\": \"NVWNOBDKTCEAMHCTRRAU\"}, \"object\": {\"type_desc\": \"25\", \"detail_desc\": \"91\", \"business_desc\": \"0\"}}",cti
customer_id,22,inbound,3699055835,call_purpose,1_11_49,customer_service,personal_phone_service,"{\"action\": {\"call_nbr\": \"GHYPBFKXUAMGKRUTAETV\"}, \"object\": {\"type_desc\": \"11\", \"detail_desc\": \"49\", \"business_desc\": \"1\"}}",cti
