3697640420,inbound,18,customer_id,"{\"action\": {\"call_nbr\": \"TLUXKYLGPYRDPRLJXECT\"}, \"object\": {\"type_desc\": \"20\", \"detail_desc\": \"297\", \"business_desc\": \"1\"}}",personal_phone_service,customer_service,1_20_297,call_purpose,cti
3697640420,inbound,43,customer_id,"{\"action\": {\"call_nbr\": \"TLUXKYLGPYRDPRLJXECT\"}, \"object\": {\"type_desc\": \"20\", \"detail_desc\": \"297\", \"business_desc\": \"1\"}}",personal_phone_service,customer_service,1_20_297,call_purpose,cti
3697660069,inbound,21,customer_id,"{\"action\": {\"call_nbr\": \"ANIPZBCJSJDEVIYDDGNI\"}, \"object\": {\"type_desc\": \"16\", \"detail_desc\": \"72\", \"business_desc\": \"2\"}}",personal_phone_service,customer_service,2_16_72,call_purpose,cti
3697660069,inbound,46,customer_id,"{\"action\": {\"call_nbr\": \"ANIPZBCJSJDEVIYDDGNI\"}, \"object\": {\"type_desc\": \"16\", \"detail_desc\": \"72\", \"business_desc\": \"2\"}}",personal_phone_service,customer_service,2_16_72,call_purpose,cti
3697665201,inbound,25,customer_id,"{\"action\": {\"call_nbr\": \"HQMITDXXSLFUALLXFTQH\"}, \"object\": {\"type_desc\": \"5\", \"detail_desc\": \"256\", \"business_desc\": \"1\"}}",personal_phone_service,customer_service,1_5_256,call_purpose,cti
3697665201,inbound,50,customer_id,"{\"action\": {\"call_nbr\": \"HQMITDXXSLFUALLXFTQH\"}, \"object\": {\"type_desc\": \"5\", \"detail_desc\": \"256\", \"business_desc\": \"1\"}}",personal_phone_service,customer_service,1_5_256,call_purpose,cti
3697669344,inbound,5,customer_id,"{\"action\": {\"call_nbr\": \"QCMDVDGAUVGPPOOHEJVH\"}, \"object\": {\"type_desc\": \"10\", \"detail_desc\": \"286\", \"business_desc\": \"1\"}}",personal_phone_service,customer_service,1_10_286,call_purpose,cti
3697669344,inbound,30,customer_id,"{\"action\": {\"call_nbr\": \"QCMDVDGAUVGPPOOHEJVH\"}, \"object\": {\"type_desc\": \"10\", \"detail_desc\": \"286\", \"business_desc\": \"1\"}}",personal_phone_service,customer_service,1_10_286,call_purpose,cti
3697674137,inbound,8,customer_id,"{\"action\": {\"call_nbr\": \"BSEDSPMLOCOTXWDVHSDN\"}, \"object\": {\"type_desc\": \"10\", \"detail_desc\": \"172\", \"business_desc\": \"1\"}}",personal_phone_service,customer_service,1_10_172,call_purpose,cti
3697674137,inbound,33,customer_id,"{\"action\": {\"call_nbr\": \"BSEDSPMLOCOTXWDVHSDN\"}, \"object\": {\"type_desc\": \"10\", \"detail_desc\": \"172\", \"business_desc\": \"1\"}}",personal_phone_service,customer_service,1_10_172,call_purpose,cti
3697680922,inbound,9,customer_id,"{\"action\": {\"call_nbr\": \"HVFMXWJEGWGQACWYBHBM\"}, \"object\": {\"type_desc\": \"12\", \"detail_desc\": \"147\", \"business_desc\": \"0\"}}",personal_phone_service,customer_service,0_12_147,call_purpose,cti
3697680922,inbound,34,customer_id,"{\"action\": {\"call_nbr\": \"HVFMXWJEGWGQACWYBHBM\"}, \"object\": {\"type_desc\": \"12\", \"detail_desc\": \"147\", \"business_desc\": \"0\"}}",personal_phone_service,customer_service,0_12_147,call_purpose,cti
3697686316,inbound,13,customer_id,"{\"action\": {\"call_nbr\": \"ORDMFIHVFJZPQMJWHPMR\"}, \"object\": {\"type_desc\": \"9\", \"detail_desc\": \"0\", \"business_desc\": \"2\"}}",personal_phone_service,customer_service,2_9_0,call_purpose,cti
3697686316,inbound,38,customer_id,"{\"action\": {\"call_nbr\": \"ORDMFIHVFJZPQMJWHPMR\"}, \"object\": {\"type_desc\": \"9\", \"detail_desc\": \"0\", \"business_desc\": \"2\"}}",personal_phone_service,customer_service,2_9_0,call_purpose,cti
3697692494,inbound,5,customer_id,"{\"action\": {\"call_nbr\": \"TIJMFYUVQTZOURECJSXP\"}, \"object\": {\"type_desc\": \"23\", \"detail_desc\": \"29\", \"business_desc\": \"1\"}}",personal_phone_service,customer_service,1_23_29,call_purpose,cti
3697692494,inbound,30,customer_id,"{\"action\": {\"call_nbr\": \"TIJMFYUVQTZOURECJSXP\"}, \"object\": {\"type_desc\": \"23\", \"detail_desc\": \"29\", \"business_desc\": \"1\"}}",personal_phone_service,customer_service,1_23_29,call_purpose,cti
3697698285,inbound,21,customer_id,"{\"action\": {\"call_nbr\": \"RCDDDQLMYTKAEURKUFVF\"}, \"object\": {\"type_desc\": \"3\", \"detail_desc\": \"134\", \"business_desc\": \"0\"}}",personal_phone_service,customer_service,0_3_134,call_purpose,cti
3697698285,inbound,46,customer_id,"{\"action\": {\"call_nbr\": \"RCDDDQLMYTKAEURKUFVF\"}, \"object\": {\"type_desc\": \"3\", \"detail_desc\": \"134\", \"business_desc\": \"0\"}}",personal_phone_service,customer_service,0_3_134,call_purpose,cti
