customer_id,17,cash_advance,3696972120,merchant_nbr,SFMSPXVABHNLMVQAZTRW,credit_carde,VCKQKXAVIIEGFVEVBQLZ,"{\"action\": {\"txn_amt\": 223.59939936322846, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"05551\"}, \"channel\": {\"card_type\": \"C\", \"card_level\": \"2\"}}",cc_txn
customer_id,42,cash_advance,3696972120,merchant_nbr,SFMSPXVABHNLMVQAZTRW,credit_carde,VCKQKXAVIIEGFVEVBQLZ,"{\"action\": {\"txn_amt\": 223.59939936322846, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"05551\"}, \"channel\": {\"card_type\": \"C\", \"card_level\": \"2\"}}",cc_txn
customer_id,23,purchase_consumption,3696977498,merchant_nbr,KJPYAULOMIATAXXFLMAH,credit_carde,VTAMKUJNBHQUNDLEVFWV,"{\"action\": {\"txn_amt\": 235.31964754187496, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"04411\"}, \"channel\": {\"card_type\": \"B\", \"card_level\": \"3\"}}",cc_txn
customer_id,48,purchase_consumption,3696977498,merchant_nbr,KJPYAULOMIATAXXFLMAH,credit_carde,VTAMKUJNBHQUNDLEVFWV,"{\"action\": {\"txn_amt\": 235.31964754187496, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"04411\"}, \"channel\": {\"card_type\": \"B\", \"card_level\": \"3\"}}",cc_txn
customer_id,8,purchase_consumption,3696977588,merchant_nbr,XJMHVMIJGGHOXPGPSPUD,credit_carde,LPAMTMHPXQCQQAMWLNKN,"{\"action\": {\"txn_amt\": 792.3014483953926, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"03665\"}, \"channel\": {\"card_type\": \"D\", \"card_level\": \"5\"}}",cc_txn
customer_id,33,purchase_consumption,3696977588,merchant_nbr,XJMHVMIJGGHOXPGPSPUD,credit_carde,LPAMTMHPXQCQQAMWLNKN,"{\"action\": {\"txn_amt\": 792.3014483953926, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"03665\"}, \"channel\": {\"card_type\": \"D\", \"card_level\": \"5\"}}",cc_txn
customer_id,25,purchase_consumption,3696977956,merchant_nbr,BVYTQDHVSYKFZRCATACR,credit_carde,EKVIKNAMXKAAVLWUQWCS,"{\"action\": {\"txn_amt\": 2433.754576867367, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"0ICH9\"}, \"channel\": {\"card_type\": \"A\", \"card_level\": \"6\"}}",cc_txn
customer_id,50,purchase_consumption,3696977956,merchant_nbr,BVYTQDHVSYKFZRCATACR,credit_carde,EKVIKNAMXKAAVLWUQWCS,"{\"action\": {\"txn_amt\": 2433.754576867367, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"0ICH9\"}, \"channel\": {\"card_type\": \"A\", \"card_level\": \"6\"}}",cc_txn
customer_id,11,purchase_consumption,3696978831,merchant_nbr,HCRQJMGLMOBOSUSKOIQF,credit_carde,IZUUGVBFCTYOQOQXIDPW,"{\"action\": {\"txn_amt\": 490.48594098168513, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"03014\"}, \"channel\": {\"card_type\": \"E\", \"card_level\": \"6\"}}",cc_txn
customer_id,36,purchase_consumption,3696978831,merchant_nbr,HCRQJMGLMOBOSUSKOIQF,credit_carde,IZUUGVBFCTYOQOQXIDPW,"{\"action\": {\"txn_amt\": 490.48594098168513, \"original_currency_code\": \"TWD\"}, \"object\": {\"merchant_category_code\": \"03014\"}, \"channel\": {\"card_type\": \"E\", \"card_level\": \"6\"}}",cc_txn
